#
#    Name:  cp936_GBK (Extended GB) to Unicode table
#    Unicode version: 2.0
#    Table version: 2.00
#    Table format:  Format A
#    Date:          04/24/96
#    Authors:       Lori Brownell <loribr@microsoft.com>
#                   K.D. Chang    <a-kchang@microsoft.com>
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the GBK code (in hex as 0xXXXX)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in GBK order
#
0x00	0x0000	#NULL
0xEA8F	0x9671	#<CJK>
0xEA90	0x9673	#<CJK>
0xEA91	0x9678	#<CJK>
0xEA92	0x9679	#<CJK>
0xEA93	0x967A	#<CJK>
0xEA94	0x967B	#<CJK>
0xEA95	0x967C	#<CJK>
0xEA96	0x967D	#<CJK>
0xEA97	0x967E	#<CJK>
0xEA98	0x967F	#<CJK>
0xEA99	0x9680	#<CJK>
0xEA9A	0x9681	#<CJK>
0xEA9B	0x9682	#<CJK>
0xEA9C	0x9683	#<CJK>
0xEA9D	0x9684	#<CJK>
0xEA9E	0x9687	#<CJK>
0xEA9F	0x9689	#<CJK>
0xEAA0	0x968A	#<CJK>
0xEAA1	0x8F8D	#<CJK>
0xEAA2	0x8F8E	#<CJK>
0xEAA3	0x8F8F	#<CJK>
0xEAA4	0x8F98	#<CJK>
0xEAA5	0x8F9A	#<CJK>
0xEAA6	0x8ECE	#<CJK>
0xEAA7	0x620B	#<CJK>
0xEAA8	0x6217	#<CJK>
0xEAA9	0x621B	#<CJK>
0xEAAA	0x621F	#<CJK>
0xEAAB	0x6222	#<CJK>
0xEAAC	0x6221	#<CJK>
0xEAAD	0x6225	#<CJK>
0xEAAE	0x6224	#<CJK>
0xEAAF	0x622C	#<CJK>
0xEAB0	0x81E7	#<CJK>
0xEAB1	0x74EF	#<CJK>
0xEAB2	0x74F4	#<CJK>
0xEAB3	0x74FF	#<CJK>
0xEAB4	0x750F	#<CJK>
0xEAB5	0x7511	#<CJK>
0xEAB6	0x7513	#<CJK>
0xEAB7	0x6534	#<CJK>
0xEAB8	0x65EE	#<CJK>
0xEAB9	0x65EF	#<CJK>
0xEABA	0x65F0	#<CJK>
0xEABB	0x660A	#<CJK>
0xEABC	0x6619	#<CJK>
0xEABD	0x6772	#<CJK>
0xEABE	0x6603	#<CJK>
0xEABF	0x6615	#<CJK>
0xEAC0	0x6600	#<CJK>
0xEAC1	0x7085	#<CJK>
0xEAC2	0x66F7	#<CJK>
0xEAC3	0x661D	#<CJK>
0xEAC4	0x6634	#<CJK>
0xEAC5	0x6631	#<CJK>
0xEAC6	0x6636	#<CJK>
0xEAC7	0x6635	#<CJK>
0xEAC8	0x8006	#<CJK>
0xEAC9	0x665F	#<CJK>
0xEACA	0x6654	#<CJK>
0xEACB	0x6641	#<CJK>
0xEACC	0x664F	#<CJK>
0xEACD	0x6656	#<CJK>
0xEACE	0x6661	#<CJK>
0xEACF	0x6657	#<CJK>
0xEAD0	0x6677	#<CJK>
0xEAD1	0x6684	#<CJK>
0xEAD2	0x668C	#<CJK>
0xEAD3	0x66A7	#<CJK>
0xEAD4	0x669D	#<CJK>
0xEAD5	0x66BE	#<CJK>
0xEAD6	0x66DB	#<CJK>
0xEAD7	0x66DC	#<CJK>
0xEAD8	0x66E6	#<CJK>
0xEAD9	0x66E9	#<CJK>
0xEADA	0x8D32	#<CJK>
0xEADB	0x8D33	#<CJK>
0xEADC	0x8D36	#<CJK>
0xEADD	0x8D3B	#<CJK>
0xEADE	0x8D3D	#<CJK>
0xEADF	0x8D40	#<CJK>
0xEAE0	0x8D45	#<CJK>
0xEAE1	0x8D46	#<CJK>
0xEAE2	0x8D48	#<CJK>
0xEAE3	0x8D49	#<CJK>
0xEAE4	0x8D47	#<CJK>
0xEAE5	0x8D4D	#<CJK>
0xEAE6	0x8D55	#<CJK>
0xEAE7	0x8D59	#<CJK>
0xEAE8	0x89C7	#<CJK>
0xEAE9	0x89CA	#<CJK>
0xEAEA	0x89CB	#<CJK>
0xEAEB	0x89CC	#<CJK>
0xEAEC	0x89CE	#<CJK>
0xEAED	0x89CF	#<CJK>
0xEAEE	0x89D0	#<CJK>
0xEAEF	0x89D1	#<CJK>
0xEAF0	0x726E	#<CJK>
0xEAF1	0x729F	#<CJK>
0xEAF2	0x725D	#<CJK>
0xEAF3	0x7266	#<CJK>
0xEAF4	0x726F	#<CJK>
0xEAF5	0x727E	#<CJK>
0xEAF6	0x727F	#<CJK>
0xEAF7	0x7284	#<CJK>
0xEAF8	0x728B	#<CJK>
0xEAF9	0x728D	#<CJK>
0xEAFA	0x728F	#<CJK>
0xEAFB	0x7292	#<CJK>
0xEAFC	0x6308	#<CJK>
0xEAFD	0x6332	#<CJK>
0xEAFE	0x63B0	#<CJK>
0xEB40	0x968C	#<CJK>
0xEB41	0x968E	#<CJK>
0xEB42	0x9691	#<CJK>
0xEB43	0x9692	#<CJK>
0xEB44	0x9693	#<CJK>
0xEB45	0x9695	#<CJK>
0xEB46	0x9696	#<CJK>
0xEB47	0x969A	#<CJK>
0xEB48	0x969B	#<CJK>
0xEB49	0x969D	#<CJK>
0xEB4A	0x969E	#<CJK>
0xEB4B	0x969F	#<CJK>
0xEB4C	0x96A0	#<CJK>
0xEB4D	0x96A1	#<CJK>
0xEB4E	0x96A2	#<CJK>
0xEB4F	0x96A3	#<CJK>
0xEB50	0x96A4	#<CJK>
0xEB51	0x96A5	#<CJK>
0xEB52	0x96A6	#<CJK>
0xEB53	0x96A8	#<CJK>
0xEB54	0x96A9	#<CJK>
0xEB55	0x96AA	#<CJK>
0xEB56	0x96AB	#<CJK>
0xEB57	0x96AC	#<CJK>
0xEB58	0x96AD	#<CJK>
0xEB59	0x96AE	#<CJK>
0xEB5A	0x96AF	#<CJK>
0xEB5B	0x96B1	#<CJK>
0xEB5C	0x96B2	#<CJK>
0xEB5D	0x96B4	#<CJK>
0xEB5E	0x96B5	#<CJK>
0xEB5F	0x96B7	#<CJK>
0xEB60	0x96B8	#<CJK>
0xEB61	0x96BA	#<CJK>
0xEB62	0x96BB	#<CJK>
0xEB63	0x96BF	#<CJK>
0xEB64	0x96C2	#<CJK>
0xEB65	0x96C3	#<CJK>
0xEB66	0x96C8	#<CJK>
0xEB67	0x96CA	#<CJK>
0xEB68	0x96CB	#<CJK>
0xEB69	0x96D0	#<CJK>
0xEB6A	0x96D1	#<CJK>
0xEB6B	0x96D3	#<CJK>
0xEB6C	0x96D4	#<CJK>
0xEB6D	0x96D6	#<CJK>
0xEB6E	0x96D7	#<CJK>
0xEB6F	0x96D8	#<CJK>
0xEB70	0x96D9	#<CJK>
0xEB71	0x96DA	#<CJK>
0xEB72	0x96DB	#<CJK>
0xEB73	0x96DC	#<CJK>
0xEB74	0x96DD	#<CJK>
0xEB75	0x96DE	#<CJK>
0xEB76	0x96DF	#<CJK>
0xEB77	0x96E1	#<CJK>
0xEB78	0x96E2	#<CJK>
0xEB79	0x96E3	#<CJK>
0xEB7A	0x96E4	#<CJK>
0xEB7B	0x96E5	#<CJK>
0xEB7C	0x96E6	#<CJK>
0xEB7D	0x96E7	#<CJK>
0xEB7E	0x96EB	#<CJK>
0xEB80	0x96EC	#<CJK>
0xEB81	0x96ED	#<CJK>
0xEB82	0x96EE	#<CJK>
0xEB83	0x96F0	#<CJK>
0xEB84	0x96F1	#<CJK>
0xEB85	0x96F2	#<CJK>
0xEB86	0x96F4	#<CJK>
0xEB87	0x96F5	#<CJK>
0xEB88	0x96F8	#<CJK>
0xEB89	0x96FA	#<CJK>
0xEB8A	0x96FB	#<CJK>
0xEB8B	0x96FC	#<CJK>
0xEB8C	0x96FD	#<CJK>
0xEB8D	0x96FF	#<CJK>
0xEB8E	0x9702	#<CJK>
0xEB8F	0x9703	#<CJK>
0xEB90	0x9705	#<CJK>
0xEB91	0x970A	#<CJK>
0xEB92	0x970B	#<CJK>
0xEB93	0x970C	#<CJK>
0xEB94	0x9710	#<CJK>
0xEB95	0x9711	#<CJK>
0xEB96	0x9712	#<CJK>
0xEB97	0x9714	#<CJK>
0xEB98	0x9715	#<CJK>
0xEB99	0x9717	#<CJK>
0xEB9A	0x9718	#<CJK>
0xEB9B	0x9719	#<CJK>
0xEB9C	0x971A	#<CJK>
0xEB9D	0x971B	#<CJK>
0xEB9E	0x971D	#<CJK>
0xEB9F	0x971F	#<CJK>
0xEBA0	0x9720	#<CJK>
0xEBA1	0x643F	#<CJK>
0xEBA2	0x64D8	#<CJK>
0xEBA3	0x8004	#<CJK>
0xEBA4	0x6BEA	#<CJK>
0xEBA5	0x6BF3	#<CJK>
0xEBA6	0x6BFD	#<CJK>
0xEBA7	0x6BF5	#<CJK>
0xEBA8	0x6BF9	#<CJK>
0xEBA9	0x6C05	#<CJK>
0xEBAA	0x6C07	#<CJK>
0xEBAB	0x6C06	#<CJK>
0xEBAC	0x6C0D	#<CJK>
0xEBAD	0x6C15	#<CJK>
0xEBAE	0x6C18	#<CJK>
0xEBAF	0x6C19	#<CJK>
0xEBB0	0x6C1A	#<CJK>
0xEBB1	0x6C21	#<CJK>
0xEBB2	0x6C29	#<CJK>
0xEBB3	0x6C24	#<CJK>
0xEBB4	0x6C2A	#<CJK>
0xEBB5	0x6C32	#<CJK>
0xEBB6	0x6535	#<CJK>
0xEBB7	0x6555	#<CJK>
0xEBB8	0x656B	#<CJK>
0xEBB9	0x724D	#<CJK>
0xEBBA	0x7252	#<CJK>
0xEBBB	0x7256	#<CJK>
0xEBBC	0x7230	#<CJK>
0xEBBD	0x8662	#<CJK>
0xEBBE	0x5216	#<CJK>
0xEBBF	0x809F	#<CJK>
0xEBC0	0x809C	#<CJK>
0xEBC1	0x8093	#<CJK>
0xEBC2	0x80BC	#<CJK>
0xEBC3	0x670A	#<CJK>
0xEBC4	0x80BD	#<CJK>
0xEBC5	0x80B1	#<CJK>
0xEBC6	0x80AB	#<CJK>
0xEBC7	0x80AD	#<CJK>
0xEBC8	0x80B4	#<CJK>
0xEBC9	0x80B7	#<CJK>
0xEBCA	0x80E7	#<CJK>
0xEBCB	0x80E8	#<CJK>
0xEBCC	0x80E9	#<CJK>
0xEBCD	0x80EA	#<CJK>
0xEBCE	0x80DB	#<CJK>
0xEBCF	0x80C2	#<CJK>
0xEBD0	0x80C4	#<CJK>
0xEBD1	0x80D9	#<CJK>
0xEBD2	0x80CD	#<CJK>
0xEBD3	0x80D7	#<CJK>
0xEBD4	0x6710	#<CJK>
0xEBD5	0x80DD	#<CJK>
0xEBD6	0x80EB	#<CJK>
0xEBD7	0x80F1	#<CJK>
0xEBD8	0x80F4	#<CJK>
0xEBD9	0x80ED	#<CJK>
0xEBDA	0x810D	#<CJK>
0xEBDB	0x810E	#<CJK>
0xEBDC	0x80F2	#<CJK>
0xEBDD	0x80FC	#<CJK>
0xEBDE	0x6715	#<CJK>
0xEBDF	0x8112	#<CJK>
0xEBE0	0x8C5A	#<CJK>
0xEBE1	0x8136	#<CJK>
0xEBE2	0x811E	#<CJK>
0xEBE3	0x812C	#<CJK>
0xEBE4	0x8118	#<CJK>
0xEBE5	0x8132	#<CJK>
0xEBE6	0x8148	#<CJK>
0xEBE7	0x814C	#<CJK>
0xEBE8	0x8153	#<CJK>
0xEBE9	0x8174	#<CJK>
0xEBEA	0x8159	#<CJK>
0xEBEB	0x815A	#<CJK>
0xEBEC	0x8171	#<CJK>
0xEBED	0x8160	#<CJK>
0xEBEE	0x8169	#<CJK>
0xEBEF	0x817C	#<CJK>
0xEBF0	0x817D	#<CJK>
0xEBF1	0x816D	#<CJK>
0xEBF2	0x8167	#<CJK>
0xEBF3	0x584D	#<CJK>
0xEBF4	0x5AB5	#<CJK>
0xEBF5	0x8188	#<CJK>
0xEBF6	0x8182	#<CJK>
0xEBF7	0x8191	#<CJK>
0xEBF8	0x6ED5	#<CJK>
0xEBF9	0x81A3	#<CJK>
0xEBFA	0x81AA	#<CJK>
0xEBFB	0x81CC	#<CJK>
0xEBFC	0x6726	#<CJK>
0xEBFD	0x81CA	#<CJK>
0xEBFE	0x81BB	#<CJK>
0xEC40	0x9721	#<CJK>
0xEC41	0x9722	#<CJK>
0xEC42	0x9723	#<CJK>
0xEC43	0x9724	#<CJK>
0xEC44	0x9725	#<CJK>
0xEC45	0x9726	#<CJK>
0xEC46	0x9727	#<CJK>
0xEC47	0x9728	#<CJK>
0xEC48	0x9729	#<CJK>
0xEC49	0x972B	#<CJK>
0xEC4A	0x972C	#<CJK>
0xEC4B	0x972E	#<CJK>
0xEC4C	0x972F	#<CJK>
0xEC4D	0x9731	#<CJK>
0xEC4E	0x9733	#<CJK>
0xEC4F	0x9734	#<CJK>
0xEC50	0x9735	#<CJK>
0xEC51	0x9736	#<CJK>
0xEC52	0x9737	#<CJK>
0xEC53	0x973A	#<CJK>
0xEC54	0x973B	#<CJK>
0xEC55	0x973C	#<CJK>
0xEC56	0x973D	#<CJK>
0xEC57	0x973F	#<CJK>
0xEC58	0x9740	#<CJK>
0xEC59	0x9741	#<CJK>
0xEC5A	0x9742	#<CJK>
0xEC5B	0x9743	#<CJK>
0xEC5C	0x9744	#<CJK>
0xEC5D	0x9745	#<CJK>
0xEC5E	0x9746	#<CJK>
0xEC5F	0x9747	#<CJK>
0xEC60	0x9748	#<CJK>
0xEC61	0x9749	#<CJK>
0xEC62	0x974A	#<CJK>
0xEC63	0x974B	#<CJK>
0xEC64	0x974C	#<CJK>
0xEC65	0x974D	#<CJK>
0xEC66	0x974E	#<CJK>
0xEC67	0x974F	#<CJK>
0xEC68	0x9750	#<CJK>
0xEC69	0x9751	#<CJK>
0xEC6A	0x9754	#<CJK>
0xEC6B	0x9755	#<CJK>
0xEC6C	0x9757	#<CJK>
0xEC6D	0x9758	#<CJK>
0xEC6E	0x975A	#<CJK>
0xEC6F	0x975C	#<CJK>
0xEC70	0x975D	#<CJK>
0xEC71	0x975F	#<CJK>
0xEC72	0x9763	#<CJK>
0xEC73	0x9764	#<CJK>
0xEC74	0x9766	#<CJK>
0xEC75	0x9767	#<CJK>
0xEC76	0x9768	#<CJK>
0xEC77	0x976A	#<CJK>
0xEC78	0x976B	#<CJK>
0xEC79	0x976C	#<CJK>
0xEC7A	0x976D	#<CJK>
0xEC7B	0x976E	#<CJK>
0xEC7C	0x976F	#<CJK>
0xEC7D	0x9770	#<CJK>
0xEC7E	0x9771	#<CJK>
0xEC80	0x9772	#<CJK>
0xEC81	0x9775	#<CJK>
0xEC82	0x9777	#<CJK>
0xEC83	0x9778	#<CJK>
0xEC84	0x9779	#<CJK>
0xEC85	0x977A	#<CJK>
0xEC86	0x977B	#<CJK>
0xEC87	0x977D	#<CJK>
0xEC88	0x977E	#<CJK>
0xEC89	0x977F	#<CJK>
0xEC8A	0x9780	#<CJK>
0xEC8B	0x9781	#<CJK>
0xEC8C	0x9782	#<CJK>
0xEC8D	0x9783	#<CJK>
0xEC8E	0x9784	#<CJK>
0xEC8F	0x9786	#<CJK>
0xEC90	0x9787	#<CJK>
0xEC91	0x9788	#<CJK>
0xEC92	0x9789	#<CJK>
0xEC93	0x978A	#<CJK>
0xEC94	0x978C	#<CJK>
0xEC95	0x978E	#<CJK>
0xEC96	0x978F	#<CJK>
0xEC97	0x9790	#<CJK>
0xEC98	0x9793	#<CJK>
0xEC99	0x9795	#<CJK>
0xEC9A	0x9796	#<CJK>
0xEC9B	0x9797	#<CJK>
0xEC9C	0x9799	#<CJK>
0xEC9D	0x979A	#<CJK>
0xEC9E	0x979B	#<CJK>
0xEC9F	0x979C	#<CJK>
0xECA0	0x979D	#<CJK>
0xECA1	0x81C1	#<CJK>
0xECA2	0x81A6	#<CJK>
0xECA3	0x6B24	#<CJK>
0xECA4	0x6B37	#<CJK>
0xECA5	0x6B39	#<CJK>
0xECA6	0x6B43	#<CJK>
0xECA7	0x6B46	#<CJK>
0xECA8	0x6B59	#<CJK>
0xECA9	0x98D1	#<CJK>
0xECAA	0x98D2	#<CJK>
0xECAB	0x98D3	#<CJK>
0xECAC	0x98D5	#<CJK>
0xECAD	0x98D9	#<CJK>
0xECAE	0x98DA	#<CJK>
0xECAF	0x6BB3	#<CJK>
0xECB0	0x5F40	#<CJK>
0xECB1	0x6BC2	#<CJK>
0xECB2	0x89F3	#<CJK>
0xECB3	0x6590	#<CJK>
0xECB4	0x9F51	#<CJK>
0xECB5	0x6593	#<CJK>
0xECB6	0x65BC	#<CJK>
0xECB7	0x65C6	#<CJK>
0xECB8	0x65C4	#<CJK>
0xECB9	0x65C3	#<CJK>
0xECBA	0x65CC	#<CJK>
0xECBB	0x65CE	#<CJK>
0xECBC	0x65D2	#<CJK>
0xECBD	0x65D6	#<CJK>
0xECBE	0x7080	#<CJK>
0xECBF	0x709C	#<CJK>
0xECC0	0x7096	#<CJK>
0xECC1	0x709D	#<CJK>
0xECC2	0x70BB	#<CJK>
0xECC3	0x70C0	#<CJK>
0xECC4	0x70B7	#<CJK>
0xECC5	0x70AB	#<CJK>
0xECC6	0x70B1	#<CJK>
0xECC7	0x70E8	#<CJK>
0xECC8	0x70CA	#<CJK>
0xECC9	0x7110	#<CJK>
0xECCA	0x7113	#<CJK>
0xECCB	0x7116	#<CJK>
0xECCC	0x712F	#<CJK>
0xECCD	0x7131	#<CJK>
0xECCE	0x7173	#<CJK>
0xECCF	0x715C	#<CJK>
0xECD0	0x7168	#<CJK>
0xECD1	0x7145	#<CJK>
0xECD2	0x7172	#<CJK>
0xECD3	0x714A	#<CJK>
0xECD4	0x7178	#<CJK>
0xECD5	0x717A	#<CJK>
0xECD6	0x7198	#<CJK>
0xECD7	0x71B3	#<CJK>
0xECD8	0x71B5	#<CJK>
0xECD9	0x71A8	#<CJK>
0xECDA	0x71A0	#<CJK>
0xECDB	0x71E0	#<CJK>
0xECDC	0x71D4	#<CJK>
0xECDD	0x71E7	#<CJK>
0xECDE	0x71F9	#<CJK>
0xECDF	0x721D	#<CJK>
0xECE0	0x7228	#<CJK>
0xECE1	0x706C	#<CJK>
0xECE2	0x7118	#<CJK>
0xECE3	0x7166	#<CJK>
0xECE4	0x71B9	#<CJK>
0xECE5	0x623E	#<CJK>
0xECE6	0x623D	#<CJK>
0xECE7	0x6243	#<CJK>
0xECE8	0x6248	#<CJK>
0xECE9	0x6249	#<CJK>
0xECEA	0x793B	#<CJK>
0xECEB	0x7940	#<CJK>
0xECEC	0x7946	#<CJK>
0xECED	0x7949	#<CJK>
0xECEE	0x795B	#<CJK>
0xECEF	0x795C	#<CJK>
0xECF0	0x7953	#<CJK>
0xECF1	0x795A	#<CJK>
0xECF2	0x7962	#<CJK>
0xECF3	0x7957	#<CJK>
0xECF4	0x7960	#<CJK>
0xECF5	0x796F	#<CJK>
0xECF6	0x7967	#<CJK>
0xECF7	0x797A	#<CJK>
0xECF8	0x7985	#<CJK>
0xECF9	0x798A	#<CJK>
0xECFA	0x799A	#<CJK>
0xECFB	0x79A7	#<CJK>
0xECFC	0x79B3	#<CJK>
0xECFD	0x5FD1	#<CJK>
0xECFE	0x5FD0	#<CJK>
0xED40	0x979E	#<CJK>
0xED41	0x979F	#<CJK>
0xED42	0x97A1	#<CJK>
0xED43	0x97A2	#<CJK>
0xED44	0x97A4	#<CJK>
0xED45	0x97A5	#<CJK>
0xED46	0x97A6	#<CJK>
0xED47	0x97A7	#<CJK>
0xED48	0x97A8	#<CJK>
0xED49	0x97A9	#<CJK>
0xED4A	0x97AA	#<CJK>
0xED4B	0x97AC	#<CJK>
0xED4C	0x97AE	#<CJK>
0xED4D	0x97B0	#<CJK>
0xED4E	0x97B1	#<CJK>
0xED4F	0x97B3	#<CJK>
0xED50	0x97B5	#<CJK>
0xED51	0x97B6	#<CJK>
0xED52	0x97B7	#<CJK>
0xED53	0x97B8	#<CJK>
0xED54	0x97B9	#<CJK>
0xED55	0x97BA	#<CJK>
0xED56	0x97BB	#<CJK>
0xED57	0x97BC	#<CJK>
0xED58	0x97BD	#<CJK>
0xED59	0x97BE	#<CJK>
0xED5A	0x97BF	#<CJK>
0xED5B	0x97C0	#<CJK>
0xED5C	0x97C1	#<CJK>
0xED5D	0x97C2	#<CJK>
0xED5E	0x97C3	#<CJK>
0xED5F	0x97C4	#<CJK>
0xED60	0x97C5	#<CJK>
0xED61	0x97C6	#<CJK>
0xED62	0x97C7	#<CJK>
0xED63	0x97C8	#<CJK>
0xED64	0x97C9	#<CJK>
0xED65	0x97CA	#<CJK>
0xED66	0x97CB	#<CJK>
0xED67	0x97CC	#<CJK>
0xED68	0x97CD	#<CJK>
0xED69	0x97CE	#<CJK>
0xED6A	0x97CF	#<CJK>
0xED6B	0x97D0	#<CJK>
0xED6C	0x97D1	#<CJK>
0xED6D	0x97D2	#<CJK>
0xED6E	0x97D3	#<CJK>
0xED6F	0x97D4	#<CJK>
0xED70	0x97D5	#<CJK>
0xED71	0x97D6	#<CJK>
0xED72	0x97D7	#<CJK>
0xED73	0x97D8	#<CJK>
0xED74	0x97D9	#<CJK>
0xED75	0x97DA	#<CJK>
0xED76	0x97DB	#<CJK>
0xED77	0x97DC	#<CJK>
0xED78	0x97DD	#<CJK>
0xED79	0x97DE	#<CJK>
0xED7A	0x97DF	#<CJK>
0xED7B	0x97E0	#<CJK>
0xED7C	0x97E1	#<CJK>
0xED7D	0x97E2	#<CJK>
0xED7E	0x97E3	#<CJK>
0xED80	0x97E4	#<CJK>
0xED81	0x97E5	#<CJK>
0xED82	0x97E8	#<CJK>
0xED83	0x97EE	#<CJK>
0xED84	0x97EF	#<CJK>
0xED85	0x97F0	#<CJK>
0xED86	0x97F1	#<CJK>
0xED87	0x97F2	#<CJK>
0xED88	0x97F4	#<CJK>
0xED89	0x97F7	#<CJK>
0xED8A	0x97F8	#<CJK>
0xED8B	0x97F9	#<CJK>
0xED8C	0x97FA	#<CJK>
0xED8D	0x97FB	#<CJK>
0xED8E	0x97FC	#<CJK>
0xED8F	0x97FD	#<CJK>
0xED90	0x97FE	#<CJK>
0xED91	0x97FF	#<CJK>
0xED92	0x9800	#<CJK>
0xED93	0x9801	#<CJK>
0xED94	0x9802	#<CJK>
0xED95	0x9803	#<CJK>
0xED96	0x9804	#<CJK>
0xED97	0x9805	#<CJK>
0xED98	0x9806	#<CJK>
0xED99	0x9807	#<CJK>
0xED9A	0x9808	#<CJK>
0xED9B	0x9809	#<CJK>
0xED9C	0x980A	#<CJK>
0xED9D	0x980B	#<CJK>
0xED9E	0x980C	#<CJK>
0xED9F	0x980D	#<CJK>
0xEDA0	0x980E	#<CJK>
0xEDA1	0x603C	#<CJK>
0xEDA2	0x605D	#<CJK>
0xEDA3	0x605A	#<CJK>
0xEDA4	0x6067	#<CJK>
0xEDA5	0x6041	#<CJK>
0xEDA6	0x6059	#<CJK>
0xEDA7	0x6063	#<CJK>
0xEDA8	0x60AB	#<CJK>
0xEDA9	0x6106	#<CJK>
0xEDAA	0x610D	#<CJK>
0xEDAB	0x615D	#<CJK>
0xEDAC	0x61A9	#<CJK>
0xEDAD	0x619D	#<CJK>
0xEDAE	0x61CB	#<CJK>
0xEDAF	0x61D1	#<CJK>
0xEDB0	0x6206	#<CJK>
0xEDB1	0x8080	#<CJK>
0xEDB2	0x807F	#<CJK>
0xEDB3	0x6C93	#<CJK>
0xEDB4	0x6CF6	#<CJK>
0xEDB5	0x6DFC	#<CJK>
0xEDB6	0x77F6	#<CJK>
0xEDB7	0x77F8	#<CJK>
0xEDB8	0x7800	#<CJK>
0xEDB9	0x7809	#<CJK>
0xEDBA	0x7817	#<CJK>
0xEDBB	0x7818	#<CJK>
0xEDBC	0x7811	#<CJK>
0xEDBD	0x65AB	#<CJK>
0xEDBE	0x782D	#<CJK>
0xEDBF	0x781C	#<CJK>
0xEDC0	0x781D	#<CJK>
0xEDC1	0x7839	#<CJK>
0xEDC2	0x783A	#<CJK>
0xEDC3	0x783B	#<CJK>
0xEDC4	0x781F	#<CJK>
0xEDC5	0x783C	#<CJK>
0xEDC6	0x7825	#<CJK>
0xEDC7	0x782C	#<CJK>
0xEDC8	0x7823	#<CJK>
0xEDC9	0x7829	#<CJK>
0xEDCA	0x784E	#<CJK>
0xEDCB	0x786D	#<CJK>
0xEDCC	0x7856	#<CJK>
0xEDCD	0x7857	#<CJK>
0xEDCE	0x7826	#<CJK>
0xEDCF	0x7850	#<CJK>
0xEDD0	0x7847	#<CJK>
0xEDD1	0x784C	#<CJK>
0xEDD2	0x786A	#<CJK>
0xEDD3	0x789B	#<CJK>
0xEDD4	0x7893	#<CJK>
0xEDD5	0x789A	#<CJK>
0xEDD6	0x7887	#<CJK>
0xEDD7	0x789C	#<CJK>
0xEDD8	0x78A1	#<CJK>
0xEDD9	0x78A3	#<CJK>
0xEDDA	0x78B2	#<CJK>
0xEDDB	0x78B9	#<CJK>
0xEDDC	0x78A5	#<CJK>
0xEDDD	0x78D4	#<CJK>
0xEDDE	0x78D9	#<CJK>
0xEDDF	0x78C9	#<CJK>
0xEDE0	0x78EC	#<CJK>
0xEDE1	0x78F2	#<CJK>
0xEDE2	0x7905	#<CJK>
0xEDE3	0x78F4	#<CJK>
0xEDE4	0x7913	#<CJK>
0xEDE5	0x7924	#<CJK>
0xEDE6	0x791E	#<CJK>
0xEDE7	0x7934	#<CJK>
0xEDE8	0x9F9B	#<CJK>
0xEDE9	0x9EF9	#<CJK>
0xEDEA	0x9EFB	#<CJK>
0xEDEB	0x9EFC	#<CJK>
0xEDEC	0x76F1	#<CJK>
0xEDED	0x7704	#<CJK>
0xEDEE	0x770D	#<CJK>
0xEDEF	0x76F9	#<CJK>
0xEDF0	0x7707	#<CJK>
0xEDF1	0x7708	#<CJK>
0xEDF2	0x771A	#<CJK>
0xEDF3	0x7722	#<CJK>
0xEDF4	0x7719	#<CJK>
0xEDF5	0x772D	#<CJK>
0xEDF6	0x7726	#<CJK>
0xEDF7	0x7735	#<CJK>
0xEDF8	0x7738	#<CJK>
0xEDF9	0x7750	#<CJK>
0xEDFA	0x7751	#<CJK>
0xEDFB	0x7747	#<CJK>
0xEDFC	0x7743	#<CJK>
0xEDFD	0x775A	#<CJK>
0xEDFE	0x7768	#<CJK>
0xEE40	0x980F	#<CJK>
0xEE41	0x9810	#<CJK>
0xEE42	0x9811	#<CJK>
0xEE43	0x9812	#<CJK>
0xEE44	0x9813	#<CJK>
0xEE45	0x9814	#<CJK>
0xEE46	0x9815	#<CJK>
0xEE47	0x9816	#<CJK>
0xEE48	0x9817	#<CJK>
0xEE49	0x9818	#<CJK>
0xEE4A	0x9819	#<CJK>
0xEE4B	0x981A	#<CJK>
0xEE4C	0x981B	#<CJK>
0xEE4D	0x981C	#<CJK>
0xEE4E	0x981D	#<CJK>
0xEE4F	0x981E	#<CJK>
0xEE50	0x981F	#<CJK>
0xEE51	0x9820	#<CJK>
0xEE52	0x9821	#<CJK>
0xEE53	0x9822	#<CJK>
0xEE54	0x9823	#<CJK>
0xEE55	0x9824	#<CJK>
0xEE56	0x9825	#<CJK>
0xEE57	0x9826	#<CJK>
0xEE58	0x9827	#<CJK>
0xEE59	0x9828	#<CJK>
0xEE5A	0x9829	#<CJK>
0xEE5B	0x982A	#<CJK>
0xEE5C	0x982B	#<CJK>
0xEE5D	0x982C	#<CJK>
0xEE5E	0x982D	#<CJK>
0xEE5F	0x982E	#<CJK>
0xEE60	0x982F	#<CJK>
0xEE61	0x9830	#<CJK>
0xEE62	0x9831	#<CJK>
0xEE63	0x9832	#<CJK>
0xEE64	0x9833	#<CJK>
0xEE65	0x9834	#<CJK>
0xEE66	0x9835	#<CJK>
0xEE67	0x9836	#<CJK>
0xEE68	0x9837	#<CJK>
0xEE69	0x9838	#<CJK>
0xEE6A	0x9839	#<CJK>
0xEE6B	0x983A	#<CJK>
0xEE6C	0x983B	#<CJK>
